work_year,experience_level,job_title,salary_in_usd,company_location,company_size
2024,MI,Data Scientist,120000,US,M
2024,MI,Data Scientist,193000,GB,M
2024,MI,Data Scientist,96125,GB,M
2024,SE,Machine Learning Engineer,210000,US,M
2024,SE,Machine Learning Engineer,160000,US,M
2024,SE,Data Engineer,116000,US,M
2024,SE,Data Engineer,90000,US,M
2024,SE,Research Scientist,247600,US,L
2024,SE,Research Scientist,127300,US,L
2024,MI,Data Analyst,50000,GB,M
2024,MI,Data Analyst,43750,GB,M
2024,SE,Data Scientist,190600,US,M
2024,SE,Data Scientist,94400,US,M
2024,SE,Machine Learning Engineer,258100,US,M
2024,SE,Machine Learning Engineer,151900,US,M
2024,MI,Research Engineer,720000,US,M
2024,MI,Research Engineer,100000,US,M
2024,SE,Data Engineer,175000,GB,M
2024,SE,Data Engineer,125000,GB,M
2024,SE,Data Analyst,171000,US,M
2024,SE,Data Analyst,93000,US,M
2024,SE,Data Science Consultant,104000,US,M
2024,SE,Data Science Consultant,80000,US,M
2024,MI,Data Analyst,158000,US,M
2024,MI,Data Analyst,106000,US,M
2024,MI,Research Scientist,720000,US,M
2024,MI,Research Scientist,100000,US,M
2024,SE,Data Analyst,140130,US,M
2024,SE,Data Analyst,84870,US,M
2024,MI,Research Engineer,720000,US,M
2024,MI,Research Engineer,100000,US,M
2024,SE,Research Scientist,278700,US,M
2024,SE,Research Scientist,159300,US,M
2024,SE,Data Scientist,220000,US,M
2024,SE,Data Scientist,170000,US,M
2024,MI,Business Intelligence Developer,117750,US,M
2024,MI,Business Intelligence Developer,70650,US,M
2024,SE,Data Engineer,233200,US,M
2024,SE,Data Engineer,144200,US,M
2024,SE,Machine Learning Engineer,247500,US,M
2024,SE,Machine Learning Engineer,172200,US,M
2024,MI,Data Engineer,138000,US,M
2024,MI,Data Engineer,86000,US,M
2024,EN,Data Analyst,179000,US,M
2024,EN,Data Analyst,112000,US,M
2024,MI,Business Intelligence Developer,92000,US,M
2024,MI,Business Intelligence Developer,80000,US,M
2024,SE,BI Developer,90000,US,M
2024,SE,BI Developer,70000,US,M
2024,SE,Business Intelligence Analyst,127000,US,M
2024,SE,Business Intelligence Analyst,72600,US,M
2024,EN,Data Developer,70000,US,M
2024,EN,Data Developer,50000,US,M
2024,EN,Data Analyst,83000,US,M
2024,EN,Data Analyst,71000,US,M
2024,SE,AI Architect,198650,US,M
2024,SE,AI Architect,137000,US,M
2024,SE,Data Architect,160000,US,M
2024,SE,Data Architect,100000,US,M
2024,EN,Data Analyst,92700,US,M
2024,EN,Data Analyst,64900,US,M
2024,MI,Data Scientist,166000,US,M
2024,MI,Data Scientist,73000,US,M
2024,MI,Data Analyst,81713,US,M
2024,MI,Data Analyst,48067,US,M
2024,MI,Machine Learning Engineer,179000,US,M
2024,MI,Machine Learning Engineer,112000,US,M
2024,SE,Data Science,111800,US,M
2024,SE,Data Science,68195,US,M
2024,SE,Business Intelligence Analyst,132000,US,M
2024,SE,Business Intelligence Analyst,82500,US,M
2024,MI,Research Engineer,140000,US,M
2024,MI,Research Engineer,100000,US,M
2024,MI,Data Analyst,85000,US,M
2024,MI,Data Analyst,61800,US,M
2024,MI,Data Analyst,129118,US,M
2024,MI,Data Analyst,86078,US,M
2024,SE,Data Analyst,140000,CA,M
2024,SE,Data Analyst,107000,CA,M
2024,MI,Data Scientist,97000,US,M
2024,MI,Data Scientist,62000,US,M
2024,MI,Data Science Manager,237000,US,M
2024,MI,Data Science Manager,201450,US,M
2024,EX,Data Engineer,219650,US,M
2024,EX,Data Engineer,136000,US,M
2024,EN,Data Analyst,92700,US,M
2024,EN,Data Analyst,64900,US,M
2024,MI,Business Intelligence Developer,87800,US,M
2024,MI,Business Intelligence Developer,76300,US,M
2024,SE,Research Engineer,97000,US,M
2024,SE,Research Engineer,62000,US,M
2024,SE,Machine Learning Engineer,253000,US,M
2024,SE,Machine Learning Engineer,187000,US,M
2024,SE,Machine Learning Engineer,250000,US,M
2024,SE,Machine Learning Engineer,150000,US,M
2024,MI,Data Engineer,184000,US,M
2024,MI,Data Engineer,123000,US,M
2024,SE,Data Scientist,245000,US,M
2024,SE,Data Scientist,180000,US,M
2024,SE,Data Engineer,184000,US,M
2024,SE,Data Engineer,123000,US,M
2024,SE,AI Architect,317000,US,M
2024,SE,AI Architect,266000,US,M
2024,SE,Machine Learning Engineer,229000,US,M
2024,SE,Machine Learning Engineer,221000,US,M
2024,MI,Data Engineer,184000,US,M
2024,MI,Data Engineer,123000,US,M
2024,MI,BI Developer,120000,US,M
2024,MI,BI Developer,62100,US,M
2024,SE,Data Engineer,210000,US,M
2024,SE,Data Engineer,162000,US,M
2024,SE,Machine Learning Engineer,198000,US,M
2024,SE,Machine Learning Engineer,162000,US,M
2024,SE,Machine Learning Engineer,300000,US,M
2024,SE,Machine Learning Engineer,180000,US,M
2024,MI,Data Scientist,68088,US,M
2024,MI,Data Scientist,54552,US,M
2024,SE,Data Scientist,324000,US,M
2024,SE,Data Scientist,159000,US,M
2024,MI,Data Analytics Manager,99000,US,M
2024,MI,Data Analytics Manager,70000,US,M
2024,SE,Machine Learning Engineer,220000,US,M
2024,SE,Machine Learning Engineer,146000,US,M
2024,MI,Data Scientist,105000,US,M
2024,MI,Data Scientist,70000,US,M
2024,MI,Data Engineer,110000,US,M
2024,MI,Data Engineer,90000,US,M
2024,MI,Data Scientist,60000,US,M
2024,MI,Data Scientist,55000,US,M
2024,EN,Data Analyst,116013,US,M
2024,EN,Data Analyst,92810,US,M
2024,SE,Research Analyst,200000,US,M
2024,SE,Research Analyst,150000,US,M
2024,SE,Data Engineer,221000,US,M
2024,SE,Data Engineer,138000,US,M
2024,MI,Data Engineer,146100,US,M
2024,MI,Data Engineer,86500,US,M
2024,SE,Data Scientist,159300,US,M
2024,SE,Data Scientist,96600,US,M
2024,SE,Data Engineer,209300,US,M
2024,SE,Data Engineer,118300,US,M
2024,SE,Data Scientist,170000,US,M
2024,SE,Data Scientist,130000,US,M
2024,SE,Data Engineer,140000,US,M
2024,SE,Data Engineer,97200,US,M
2024,MI,Data Scientist,179000,US,M
2024,MI,Data Scientist,112000,US,M
2024,SE,Data Analyst,140000,US,M
2024,SE,Data Analyst,120000,US,M
2024,MI,Data Engineer,308000,US,M
2024,MI,Data Engineer,193000,US,M
2024,SE,Data Engineer,240000,US,M
2024,SE,Data Engineer,180000,US,M
2024,SE,Data Analyst,126480,US,M
2024,SE,Data Analyst,82620,US,M
2024,SE,Machine Learning Engineer,324000,US,M
2024,SE,Machine Learning Engineer,159000,US,M
2024,MI,Data Scientist,140025,US,M
2024,MI,Data Scientist,102300,US,M
2024,SE,Data Engineer,180000,US,M
2024,SE,Data Engineer,150000,US,M
2024,MI,Data Scientist,224000,CA,M
2024,MI,Data Scientist,146000,CA,M
2024,SE,AI Engineer,150000,GB,M
2024,SE,AI Engineer,112500,GB,M
2024,MI,Research Scientist,81500,US,M
2024,MI,Research Scientist,75000,US,M
2024,SE,Data Scientist,106875,US,M
2024,SE,Data Scientist,71250,US,M
2024,MI,Data Science Engineer,245000,US,M
2024,MI,Data Science Engineer,135000,US,M
2024,SE,Business Intelligence Developer,144138,US,M
2024,SE,Business Intelligence Developer,104828,US,M
2024,SE,Data Scientist,161000,US,M
2024,SE,Data Scientist,133200,US,M
2024,MI,Data Scientist,161875,US,M
2024,MI,Data Scientist,97125,US,M
2024,SE,Machine Learning Engineer,196350,US,M
2024,SE,Machine Learning Engineer,127500,US,M
2024,MI,Data Scientist,135450,US,M
2024,MI,Data Scientist,72870,US,M
2024,SE,Data Science,237200,US,M
2024,SE,Data Science,172500,US,M
2024,SE,Data Scientist,184800,US,M
2024,SE,Data Scientist,161900,US,M
2024,SE,Data Scientist,146800,US,M
2024,SE,Data Scientist,117400,US,M
2024,EN,Data Analyst,90000,US,M
2024,EN,Data Analyst,60000,US,M
2024,SE,Data Product Manager,227200,US,M
2024,SE,Data Product Manager,199100,US,M
2024,MI,Data Scientist,310000,US,M
2024,MI,Data Scientist,245000,US,M
2024,SE,Data Engineer,140000,US,M
2024,SE,Data Engineer,125000,US,M
2024,MI,Machine Learning Engineer,223000,US,M
2024,MI,Machine Learning Engineer,171600,US,M
2024,SE,Data Analyst,192500,US,M
2024,SE,Data Analyst,122500,US,M
2024,SE,Data Analyst,162900,US,M
2024,SE,Data Analyst,117725,US,M
2024,EN,Data Analyst,140000,US,M
2024,EN,Data Analyst,100000,US,M
2024,MI,Data Engineer,170000,US,M
2024,MI,Data Engineer,105000,US,M
2024,SE,Data Scientist,180000,US,M
2024,SE,Data Scientist,139000,US,M
2024,SE,Analytics Engineer,234200,US,M
2024,SE,Analytics Engineer,124000,US,M
2024,MI,Data Scientist,153700,US,M
2024,MI,Data Scientist,87300,US,M
2024,SE,Data Engineer,282000,US,M
2024,SE,Data Engineer,208000,US,M
2024,SE,Data Scientist,77777,PT,M
2024,SE,Data Scientist,66666,PT,M
2024,MI,Data Engineer,162000,US,M
2024,MI,Data Engineer,129000,US,M
2024,SE,Research Scientist,138000,US,M
2024,SE,Research Scientist,86000,US,M
2024,MI,Machine Learning Engineer,100000,IE,M
2024,MI,Machine Learning Engineer,94444,IE,M
2024,EN,Research Analyst,110000,US,M
2024,EN,Research Analyst,90000,US,M
2024,SE,Data Engineer,255800,US,M
2024,SE,Data Engineer,176000,US,M
2024,EN,Research Analyst,120000,US,M
2024,EN,Research Analyst,105000,US,M
2024,SE,Analytics Engineer,130943,GB,M
2024,SE,Analytics Engineer,104220,GB,M
2024,EN,Data Analyst,50000,GB,M
2024,EN,Data Analyst,43750,GB,M
2024,MI,Data Engineer,210000,US,M
2024,MI,Data Engineer,140000,US,M
2024,MI,Data Engineer,46250,GB,M
2024,MI,Data Engineer,30000,GB,M
2024,SE,Data Engineer,165000,US,M
2024,SE,Data Engineer,150000,US,M
2024,SE,Data Architect,160000,US,M
2024,SE,Data Architect,130000,US,M
2024,EN,Data Analyst,156000,US,M
2024,EN,Data Analyst,124000,US,M
2024,SE,Analytics Engineer,189000,US,M
2024,SE,Analytics Engineer,140000,US,M
2024,SE,Data Analyst,158494,US,M
2024,SE,Data Analyst,88052,US,M
2024,SE,Data Engineer,175000,US,M
2024,SE,Data Engineer,140000,US,M
2024,MI,Data Specialist,111000,US,M
2024,MI,Data Specialist,79200,US,M
2024,SE,Data Analyst,220000,US,M
2024,SE,Data Analyst,170000,US,M
2024,SE,Data Scientist,195500,US,M
2024,SE,Data Scientist,141300,US,M
2024,SE,Data Engineer,139810,US,M
2024,SE,Data Engineer,95325,US,M
2023,SE,Data Modeler,258700,US,M
2023,SE,Data Modeler,146600,US,M
2023,MI,Data Science Manager,190000,US,M
2023,MI,Data Science Manager,160000,US,M
2023,EN,Research Analyst,90000,US,M
2023,EN,Research Analyst,65000,US,M
2023,MI,Data Engineer,160000,US,M
2023,MI,Data Engineer,130000,US,M
2023,MI,Data Analyst,85000,US,M
2023,MI,Data Analyst,65000,US,M
2023,SE,ETL Developer,143800,US,M
2023,SE,ETL Developer,95800,US,M
2023,MI,Machine Learning Engineer,166000,US,M
2023,MI,Machine Learning Engineer,73100,US,M
2023,MI,Data Engineer,114000,US,M
2023,MI,Data Engineer,72000,US,M
2023,MI,Data Analyst,102500,US,M
2023,MI,Data Analyst,65000,US,M
2023,SE,Machine Learning Engineer,258700,US,M
2023,SE,Machine Learning Engineer,160000,US,M
2023,SE,Data Scientist,203649,US,M
2023,SE,Data Scientist,183284,US,M
2023,MI,Data Scientist,60462,DE,L
2023,EN,Data Analyst,33220,GB,M
2023,EN,Data Analyst,33220,GB,M
2023,MI,Data Specialist,81800,US,M
2023,MI,Data Specialist,70800,US,M
2023,SE,Data Analyst,130000,US,M
2023,SE,Data Analyst,80850,US,M
2023,SE,Machine Learning Engineer,215000,US,M
2023,SE,Machine Learning Engineer,146900,US,M
2023,SE,Data Strategist,242000,US,M
2023,SE,Data Strategist,106200,US,M
2023,MI,Machine Learning Engineer,165000,US,M
2023,MI,Machine Learning Engineer,135000,US,M
2023,EN,Data Analyst,75065,US,M
2023,EN,Data Analyst,41419,US,M
2023,SE,Data Engineer,145000,US,M
2023,SE,Data Engineer,120000,US,M
2023,SE,Prompt Engineer,184000,US,M
2023,SE,Prompt Engineer,112000,US,M
2023,SE,Machine Learning Engineer,275000,US,M
2023,SE,Machine Learning Engineer,170000,US,M
2023,EN,Data Scientist,100000,US,M
2023,EN,Data Scientist,70000,US,M
2023,MI,Business Intelligence Developer,55368,GB,M
2023,MI,Business Intelligence Developer,30760,GB,M
2023,MI,Data Scientist,135700,US,M
2023,MI,Data Scientist,108560,US,M
2023,SE,Research Engineer,300000,US,M
2023,SE,Research Engineer,180000,US,M
2023,SE,Business Intelligence Analyst,189000,US,M
2023,SE,Business Intelligence Analyst,118100,US,M
2023,SE,Data Science Lead,148300,US,M
2023,SE,Data Science Lead,84700,US,M
2023,EN,Research Engineer,40581,ZA,M
2023,EN,Research Engineer,38629,ZA,M
2023,SE,ML Engineer,275000,DE,M
2023,SE,ML Engineer,121200,DE,M
2023,MI,Analytics Engineer,149925,US,M
2023,MI,Analytics Engineer,91260,US,M
2023,SE,BI Developer,86128,GB,M
2023,SE,BI Developer,74562,GB,M
2023,SE,Data Scientist,277000,US,M
2023,SE,Data Scientist,173000,US,M
2023,SE,Data Scientist,242000,AU,M
2023,SE,Data Scientist,106200,AU,M
2023,MI,Data Quality Manager,68902,GB,M
2023,MI,Data Quality Manager,49216,GB,M
2023,SE,Applied Scientist,250900,US,M
2023,SE,Applied Scientist,135200,US,M
2023,SE,Data Scientist,187415,US,M
2023,SE,Data Scientist,114080,US,M
2023,MI,Data Scientist,220000,US,M
2023,MI,Data Scientist,137500,US,M
2023,MI,Data Analyst,119000,US,M
2023,MI,Data Analyst,52100,US,M
2023,SE,Business Intelligence Developer,120000,US,M
2023,SE,Business Intelligence Developer,102000,US,M
2023,EN,Data Analyst,64000,US,M
2023,EN,Data Analyst,60000,US,M
2023,MI,Data Engineer,179000,US,M
2023,MI,Data Engineer,112000,US,M
2023,EN,Data Analyst,65000,US,M
2023,EN,Data Analyst,54000,US,M
2023,MI,Business Intelligence Analyst,119000,US,M
2023,MI,Business Intelligence Analyst,52100,US,M
2023,MI,Data Engineer,152000,CA,M
2023,MI,Data Engineer,99000,CA,M
2023,EX,Head of Data,110736,GB,M
2023,EX,Head of Data,92280,GB,M
2023,SE,Machine Learning Engineer,250000,US,M
2023,SE,Machine Learning Engineer,140000,US,M
2023,EN,Data Scientist,113800,US,M
2023,EN,Data Scientist,63200,US,M
2023,SE,Data Scientist,210000,US,M
2023,SE,Data Scientist,160000,US,M
2023,MI,Data Engineer,170000,US,M
2023,MI,Data Engineer,130000,US,M
2023,SE,Research Scientist,247600,US,L
2023,SE,Research Scientist,127300,US,L
2023,MI,Data Analyst,85000,US,M
2023,MI,Data Analyst,65000,US,M
2023,MI,Machine Learning Engineer,125000,US,M
2023,MI,Machine Learning Engineer,100000,US,M
2023,SE,Data Scientist,160000,US,M
2023,SE,Data Scientist,140000,US,M
2023,SE,Data Engineer,247300,US,M
2023,SE,Data Engineer,139700,US,M
2023,SE,Data Analyst,192000,US,M
2023,SE,Data Analyst,138240,US,M
2023,SE,Data Scientist,170000,US,M
2023,SE,Data Scientist,130000,US,M
2023,SE,Data Architect,100000,US,M
2023,SE,Data Architect,90000,US,M
2023,SE,Data Analyst,170000,US,M
2023,SE,Data Analyst,130000,US,M
2023,MI,Data Engineer,186000,US,M
2023,MI,Data Engineer,81800,US,M
2023,SE,Data Engineer,180514,GB,M
2023,SE,Data Engineer,108308,GB,M
2023,SE,Data Engineer,166000,US,M
2023,SE,Data Engineer,73100,US,M
2023,MI,Data Analyst,115950,US,M
2023,MI,Data Analyst,69570,US,M
2023,SE,Data Science,142300,US,M
2023,SE,Data Science,71200,US,M
2023,MI,Data Science,179000,US,M
2023,MI,Data Science,106500,US,M
2023,SE,Data Analyst,119200,US,M
2023,SE,Data Analyst,86600,US,M
2023,SE,Data Engineer,140544,US,M
2023,SE,Data Engineer,82673,US,M
2023,SE,Business Intelligence Engineer,108350,US,M
2023,SE,Business Intelligence Engineer,78800,US,M
2023,SE,Data Engineer,162540,US,M
2023,SE,Data Engineer,87570,US,M
2023,SE,Data Architect,213600,US,M
2023,SE,Data Architect,103200,US,M
2023,MI,Data Engineer,140000,US,M
2023,MI,Data Engineer,90000,US,M
2023,MI,Data Scientist,212000,US,M
2023,MI,Data Scientist,93300,US,M
2023,MI,Applied Scientist,222200,US,L
2023,MI,Applied Scientist,136000,US,L
2023,MI,Data Scientist,157000,US,M
2023,MI,Data Scientist,144000,US,M
2023,SE,Data Engineer,210000,CA,M
2023,SE,Data Engineer,160000,CA,M
2023,SE,Data Scientist,179000,US,M
2023,SE,Data Scientist,112000,US,M
2023,SE,Analytics Engineer,221300,US,M
2023,SE,Analytics Engineer,147500,US,M
2023,SE,Data Engineer,179000,US,M
2023,SE,Data Engineer,112000,US,M
2023,SE,Data Science Consultant,116000,US,M
2023,SE,Data Science Consultant,90000,US,M
2023,MI,Applied Scientist,222200,US,L
2023,MI,Applied Scientist,136000,US,L
2023,MI,Data Engineer,130400,US,M
2023,MI,Data Engineer,74500,US,M
2023,SE,Machine Learning Engineer,207700,CA,M
2023,SE,Machine Learning Engineer,133700,CA,M
2023,SE,Data Analyst,120000,US,M
2023,SE,Data Analyst,100000,US,M
2023,SE,Machine Learning Engineer,247500,US,M
2023,SE,Machine Learning Engineer,172200,US,M
2023,MI,Data Engineer,179000,US,M
2023,MI,Data Engineer,112000,US,M
2023,MI,Data Modeler,140000,US,M
2023,MI,Data Modeler,90000,US,M
2023,SE,Research Scientist,260000,US,M
2023,SE,Research Scientist,230000,US,M
2023,SE,Data Modeler,130000,US,M
2023,SE,Data Modeler,110000,US,M
2023,MI,Data Scientist,110000,US,M
2023,MI,Data Scientist,90000,US,M
2023,MI,Data Scientist,310000,US,M
2023,MI,Data Scientist,245000,US,M
2023,MI,Research Scientist,210000,US,M
2023,MI,Research Scientist,160000,US,M
2023,MI,Data Specialist,85000,US,M
2023,MI,Data Specialist,75000,US,M
2023,SE,Machine Learning Engineer,280000,US,M
2023,SE,Machine Learning Engineer,196000,US,M
2023,MI,Machine Learning Engineer,212000,US,M
2023,MI,Machine Learning Engineer,93300,US,M
2023,SE,Data Science,230000,US,M
2023,SE,Data Science,115000,US,M
2023,MI,Data Scientist,75000,US,M
2023,MI,Data Scientist,70000,US,M
2023,SE,Machine Learning Scientist,233500,US,M
2023,SE,Machine Learning Scientist,137500,US,M
2023,MI,Data Scientist,166000,US,M
2023,MI,Data Scientist,73100,US,M
2023,SE,Data Science,176875,US,M
2023,SE,Data Science,84750,US,M
2023,SE,Data Engineer,251250,US,M
2023,SE,Data Engineer,120750,US,M
2023,MI,Data Engineer,106050,US,M
2023,MI,Data Engineer,80420,US,M
2023,MI,Data Scientist,120000,US,M
2023,MI,Data Scientist,90000,US,M
2023,MI,Data Scientist,147400,US,M
2023,MI,Data Scientist,107682,US,M
2023,SE,Data Analyst,145000,US,M
2023,SE,Data Analyst,95000,US,M
2023,EN,Research Analyst,80000,US,M
2023,EN,Research Analyst,50000,US,M
2023,SE,Data Product Manager,175000,US,M
2023,SE,Data Product Manager,150000,US,M
2023,EN,Data Scientist,32974,GB,M
2023,EN,Data Scientist,32974,GB,M
2023,SE,Data Architect,178600,US,M
2023,SE,Data Architect,67200,US,M
2023,EN,Data Analyst,118750,US,M
2023,EN,Data Analyst,106875,US,M
2023,SE,Data Engineer,186000,US,M
2023,SE,Data Engineer,81800,US,M
2023,MI,Data Analyst,142000,US,M
2023,MI,Data Analyst,128000,US,M
2023,SE,Data Analyst,140130,US,M
2023,SE,Data Analyst,84870,US,M
2023,SE,Machine Learning Engineer,262000,US,M
2023,SE,Machine Learning Engineer,186000,US,M
2023,SE,Research Scientist,247600,US,L
2023,SE,Research Scientist,127300,US,L
2023,MI,Data Analyst,85000,US,M
2023,MI,Data Analyst,58500,US,M
2023,EN,Data Analyst,59059,US,M
2023,EN,Data Analyst,47985,US,M
2023,SE,Data Analyst,93918,US,M
2023,SE,Data Analyst,51962,US,M
2023,MI,Business Intelligence Manager,120000,US,M
2023,MI,Business Intelligence Manager,100000,US,M
2023,SE,Data Scientist,205670,NZ,M
2023,SE,Data Scientist,124233,NZ,M
2023,SE,Data Engineer,173000,US,M
2023,SE,Data Engineer,140000,US,M
2023,SE,ML Engineer,291500,US,M
2023,SE,ML Engineer,180200,US,M
2023,EN,Data Analyst,28299,GB,M
2023,EN,Data Analyst,28299,GB,M
2023,SE,Data Scientist,185000,CA,M
2023,SE,Data Scientist,152000,CA,M
2023,SE,Machine Learning Engineer,255800,US,M
2023,SE,Machine Learning Engineer,170600,US,M
2023,SE,Data Engineer,146850,US,M
2023,SE,Data Engineer,106800,US,M
2023,MI,Data Engineer,200000,US,M
2023,MI,Data Engineer,117000,US,M
2023,MI,Data Manager,151700,US,L
2023,MI,Data Manager,63000,US,L
2023,EN,Analytics Engineer,43000,HU,L
2023,SE,Data Scientist,239900,US,M
2023,SE,Data Scientist,159900,US,M
2023,EN,Data Analyst,162240,US,M
2023,EN,Data Analyst,47840,US,M
2023,SE,Data Engineer,130410,US,M
2023,SE,Data Engineer,92000,US,M
2023,SE,Data Science,270250,US,M
2023,SE,Data Science,144000,US,M
2023,SE,Business Intelligence Analyst,176875,US,M
2023,SE,Business Intelligence Analyst,84750,US,M
2023,MI,Data Analyst,92000,US,M
2023,MI,Data Analyst,69000,US,M
2023,SE,Research Engineer,184800,US,M
2023,SE,Research Engineer,107100,US,M
2023,SE,Data Engineer,130410,US,M
2023,SE,Data Engineer,92000,US,M
2023,SE,Data Engineer,333500,US,M
2023,SE,Data Engineer,176000,US,M
2023,SE,Applied Scientist,257400,US,M
2023,SE,Applied Scientist,138600,US,M
2023,MI,Data Analytics Manager,242100,US,M
2023,MI,Data Analytics Manager,116200,US,M
2023,SE,Research Analyst,230000,US,M
2023,SE,Research Analyst,210000,US,M
2023,SE,Data Engineer,114300,US,M
2023,SE,Data Engineer,89600,US,M
2023,EN,Business Intelligence Analyst,85000,US,M
2023,EN,Business Intelligence Analyst,65000,US,M
2023,SE,Machine Learning Engineer,266875,US,M
2023,SE,Machine Learning Engineer,128250,US,M
2023,MI,Data Science,280000,US,M
2023,MI,Data Science,200000,US,M
2023,MI,Data Engineer,180000,US,M
2023,MI,Data Engineer,130000,US,M
2023,SE,Data Engineer,178492,US,M
2023,SE,Data Engineer,89246,US,M
2023,SE,Data Engineer,245000,US,M
2023,SE,Data Engineer,150000,US,M
2023,SE,Analytics Engineer,155000,US,M
2023,SE,Analytics Engineer,145000,US,M
2023,SE,Machine Learning Engineer,165000,US,M
2023,SE,Machine Learning Engineer,130000,US,M
2023,SE,Research Scientist,247600,US,L
2023,SE,Research Scientist,127300,US,L
2023,SE,Data Scientist,280889,US,M
2023,SE,Data Scientist,187259,US,M
2023,MI,Business Intelligence Analyst,130000,US,M
2023,MI,Business Intelligence Analyst,120000,US,M
2023,MI,Data Engineer,185000,US,M
2023,MI,Data Engineer,125000,US,M
2023,SE,Data Engineer,196900,US,M
2023,SE,Data Engineer,186700,US,M
2023,EN,Data Analyst,75065,US,M
2023,EN,Data Analyst,41419,US,M
2023,SE,Data Scientist,260000,US,M
2023,SE,Data Scientist,192000,US,M
2023,MI,Data Engineer,205600,US,L
2023,MI,Data Engineer,105700,US,L
2023,MI,Data Analyst,75000,US,M
2023,MI,Data Analyst,65000,US,M
2023,SE,Prompt Engineer,230000,US,M
2023,SE,Prompt Engineer,140000,US,M
2023,EN,Data Manager,149800,US,M
2023,EN,Data Manager,85600,US,M
2023,SE,Data Scientist,218000,US,M
2023,SE,Data Scientist,152600,US,M
2023,MI,Business Intelligence Engineer,185000,US,M
2023,MI,Business Intelligence Engineer,165000,US,M
2023,SE,Machine Learning Engineer,224880,US,M
2023,SE,Machine Learning Engineer,121500,US,M
2023,SE,Data Analyst,129000,US,M
2023,SE,Data Analyst,46200,US,M
2023,SE,Data Scientist,272400,US,M
2023,SE,Data Scientist,155600,US,M
2023,MI,Machine Learning Scientist,750000,US,M
2023,MI,Machine Learning Scientist,150000,US,M
2023,SE,Data Analyst,93918,US,M
2023,SE,Data Analyst,51962,US,M
2023,EN,Data Analyst,115000,US,M
2023,EN,Data Analyst,95000,US,M
2023,MI,Machine Learning Engineer,750000,US,M
2023,MI,Machine Learning Engineer,150000,US,M
2023,SE,Computer Vision Engineer,351000,US,M
2023,SE,Computer Vision Engineer,171000,US,M
2023,SE,Data Science Lead,272000,US,M
2023,SE,Data Science Lead,170000,US,M
2023,SE,Data Scientist,176000,US,M
2023,SE,Data Scientist,158000,US,M
2023,SE,Data Analyst,135000,US,M
2023,SE,Data Analyst,125000,US,M
2023,MI,Data Science,110000,US,M
2023,MI,Data Science,80000,US,M
2023,SE,ML Engineer,270000,US,M
2023,SE,ML Engineer,232200,US,M
2023,MI,Data Scientist,107000,US,M
2023,MI,Data Scientist,87300,US,M
2023,SE,ML Engineer,230000,US,M
2023,SE,ML Engineer,140000,US,M
2023,MI,Data Analyst,85000,US,M
2023,MI,Data Analyst,61800,US,M
2023,SE,Data Engineer,300000,US,M
2023,SE,Data Engineer,195000,US,M
2023,SE,Machine Learning Engineer,204500,US,M
2023,SE,Machine Learning Engineer,142200,US,M
2023,MI,Data Analyst,107500,US,M
2023,MI,Data Analyst,96750,US,M
2023,MI,Business Intelligence Analyst,153800,US,M
2023,MI,Business Intelligence Analyst,96000,US,M
2023,SE,Data Scientist,204500,US,M
2023,SE,Data Scientist,142200,US,M
2023,SE,Data Engineer,190100,US,M
2023,SE,Data Engineer,131414,US,M
2023,SE,Research Scientist,195500,US,M
2023,SE,Research Scientist,141300,US,M
2023,SE,Research Scientist,165500,US,M
2023,SE,Research Scientist,119600,US,M
2023,SE,Research Scientist,235000,US,M
2023,SE,Research Scientist,169900,US,M
2023,MI,Data Science,235000,US,M
2023,MI,Data Science,169900,US,M
2023,SE,Machine Learning Scientist,200000,US,M
2023,SE,Machine Learning Scientist,135000,US,M
2023,SE,Data Analyst,210000,US,M
2023,SE,Data Analyst,151800,US,M
2023,SE,Data Analyst,210000,US,M
2023,SE,Data Analyst,151800,US,M
2023,SE,Analytics Engineer,215500,US,M
2023,SE,Analytics Engineer,155800,US,M
2023,SE,Data Scientist,305600,US,M
2023,SE,Data Scientist,188200,US,M
2023,SE,Data Engineer,180500,US,M
2023,SE,Data Engineer,96200,US,M
2023,SE,Data Engineer,166000,US,M
2023,SE,Data Engineer,73100,US,M
2023,EN,Data Analyst,75000,US,M
2023,EN,Data Analyst,47500,US,M
2023,SE,Data Scientist,201700,US,M
2023,SE,Data Scientist,146600,US,M
2023,MI,Data Engineer,133000,US,M
2023,MI,Data Engineer,58400,US,M
2023,SE,AI Product Manager,120000,IN,L
2023,SE,Data Manager,144300,US,M
2023,SE,Data Manager,104800,US,M
2023,SE,Data Analytics Lead,115920,US,M
2023,SE,Data Analytics Lead,84000,US,M
2023,SE,Data Analyst,146850,US,M
2023,SE,Data Analyst,106800,US,M
2023,EN,Data Engineer,92280,GB,M
2023,EN,Data Engineer,79976,GB,M
2023,MI,Data Analyst,133000,US,M
2023,MI,Data Analyst,58300,US,M
2023,SE,Data Science,137300,US,M
2023,SE,Data Science,59200,US,M
2023,MI,Data Engineer,165000,US,M
2023,MI,Data Engineer,147500,US,M
2023,SE,Data Scientist,130410,US,M
2023,SE,Data Scientist,92000,US,M
2023,SE,Machine Learning Engineer,156150,US,M
2023,SE,Machine Learning Engineer,113400,US,M
2023,SE,Data Scientist,226000,US,M
2023,SE,Data Scientist,211000,US,M
2023,SE,Data Scientist,197500,US,M
